platform,website,date,zipcode,rank,page,query,prod_id,upc,product,manufacturer,model,price,list_price,in_stock,max_qty,seller,arrives,shipping,shipping_price,shipping_options,store_stock,store_address,store_zip,store_price,weight,reviews,rating,quantity1,quantity2,quantity3,quantity4,quantity5,ads,calc_rank,calc_inven,calc_promo,calc_ship
WMT,https://www.walmart.com/,1581278225032,78722,0.0,1.0,https://www.walmart.com/search/?cat_id=0&query=Bosch%2011255VSR%20drills&sort=&page=1&ps=40,14227209,346345599.0,"Bosch 11255VSR 1"" D Handle Rotary Hammer",Bosch,11255VSR,159.0,,1.0,12.0,Walmart.com,1581710400000.0,STANDARD,0.0,1.0,Unknown,"1030 Norwood Park Blvd, Austin, TX",78753.0,,,209.0,4.8,143.0,0.0,4.0,,,0.0,21.0,4.0,0.0,7
WMT,https://www.walmart.com/,1581278228313,78722,0.0,1.0,https://www.walmart.com/search/?cat_id=0&query=Bosch%2011255VSR%20drills&sort=&page=1&ps=40,108837332,704660006104.0,Bosch 11255VSR Rotary Hammerdrill Replacement Switch Contact # 1611329024,Bosch,1611329024,7.99,,1.0,12.0,Buckeye Tool Supply,1581710400000.0,VALUE,0.0,2.0,,,,,0.1,209.0,4.8,49.0,0.0,,,,0.0,21.0,12.0,0.0,7
WMT,https://www.walmart.com/,1581278329322,78722,1.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,303303799,889526116651.0,"Hyper Tough 18-Volt Ni-Cad Cordless Drill, AQ75023G",Hyper Tough,AQ75023G,19.83,29.99,1.0,12.0,Walmart.com,1581451200000.0,EXPEDITED,5.99,2.0,In stock,"1030 Norwood Park Blvd, Austin, TX",78753.0,19.83,4.685,531.0,4.4,2563.0,0.0,,,,0.0,1.0,12.0,1.0,2
WMT,https://www.walmart.com/,1581278332827,78722,2.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,290983234,889526201203.0,"Hyper Tough HT Charge 20-Volt Max Lithium Ion Cordless Drill-Driver, AQ75034G",Hyper Tough,AQ75034G,29.64,44.46,1.0,12.0,Walmart.com,1581537600000.0,EXPEDITED,5.99,1.0,In stock,"1030 Norwood Park Blvd, Austin, TX",78753.0,29.64,3.968,101.0,4.7,982.0,0.0,7.0,,,0.0,2.0,7.0,1.0,2
WMT,https://www.walmart.com/,1581278339125,78722,3.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,635587897,885911554046.0,"BLACK+DECKER 20-Volt MAX* Lithium Cordless Drill With 2 Batteries, BCD702C2BWM",BLACK+DECKER,BCD702C2BWM,68.78,74.82,1.0,12.0,Walmart.com,1581451200000.0,EXPEDITED,0.0,2.0,In stock,"1030 Norwood Park Blvd, Austin, TX",78753.0,25.0,3.0,147.0,4.6,315.0,0.0,,,,0.0,3.0,12.0,1.0,2
WMT,https://www.walmart.com/,1581278342419,78722,4.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,54461297,885911491808.0,"BLACK+DECKER 20-Volt Lithium-Ion Cordless Drill-Driver With 128-Piece Project Kit, LD120128PKWM",BLACK+DECKER,LD120128PKWM,82.0,,1.0,12.0,Walmart.com,1581710400000.0,STANDARD,0.0,1.0,Unknown,"1030 Norwood Park Blvd, Austin, TX",78753.0,,7.0,141.0,4.6,2212.0,0.0,,,,0.0,4.0,12.0,0.0,7
WMT,https://www.walmart.com/,1581278346422,78722,5.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,812307876,885911593205.0,"BLACK+DECKER 20-Volt Lithium Cordless Drill With 44 Piece Project Kit, BCD70250PKWM",BLACK+DECKER,BCD70250PKWM,49.88,74.82,1.0,12.0,Walmart.com,1581451200000.0,EXPEDITED,0.0,2.0,Out of stock,"1030 Norwood Park Blvd, Austin, TX",78753.0,25.0,4.5,122.0,4.5,1017.0,0.0,,,,0.0,5.0,12.0,1.0,2
WMT,https://www.walmart.com/,1581278350260,78722,6.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,739032180,886098001958.0,"Hyper Tough 6.0-Amp 1/2-Inch Corded Hammer Drill, DL1137",Hyper Tough,DL1137,24.84,32.29,1.0,12.0,Walmart.com,1581451200000.0,EXPEDITED,5.99,2.0,In stock,"1030 Norwood Park Blvd, Austin, TX",78753.0,24.84,4.96,83.0,3.9,577.0,0.0,5.0,,,0.0,6.0,5.0,1.0,2
WMT,https://www.walmart.com/,1581278353939,78722,7.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,138602068,885911554022.0,"BLACK+DECKER 20-Volt MAX* Lithium Cordless Drill, BCD702C1",BLACK+DECKER,BCD702C1,55.2,,1.0,12.0,Walmart.com,1581451200000.0,EXPEDITED,0.0,2.0,Limited stock,"1030 Norwood Park Blvd, Austin, TX",78753.0,19.0,3.4,78.0,4.7,82.0,1.0,,,,0.0,7.0,12.0,1.0,2
WMT,https://www.walmart.com/,1581278358569,78722,8.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,136044979,766897743061.0,"Pink Power PP182 18V Cordless Drill Driver Set for Women - Tool Case, 18 Volt Electric Drill, Charger and 2 Batteries",Pink Power,PP182,59.99,69.99,1.0,12.0,Sunbelt Products,1581710400000.0,VALUE,0.0,2.0,,,,,3.5,11.0,4.8,91.0,0.0,,,,0.0,8.0,12.0,1.0,7
WMT,https://www.walmart.com/,1581278364000,78722,9.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,42540322,885911373067.0,"BLACK+DECKER 20-Volt MAX* Matrix Lithium Cordless Drill, BDCDMT120C",BLACK+DECKER,BDCDMT120C,46.35,62.49,1.0,10.0,Walmart.com,1581624000000.0,STANDARD,0.0,1.0,Unknown,"1030 Norwood Park Blvd, Austin, TX",78753.0,,4.25,33.0,4.8,61.0,0.0,,,,0.0,9.0,10.0,1.0,7
WMT,https://www.walmart.com/,1581278368221,78722,10.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,45736075,885911414524.0,"BLACK+DECKER 3/8-Inch 5.2 Amp Corded Drill-Driver, DR260C",BLACK+DECKER,DR260C,25.84,39.97,1.0,12.0,Walmart.com,1581710400000.0,STANDARD,5.99,1.0,Unknown,"1030 Norwood Park Blvd, Austin, TX",78753.0,21.0,,20.0,4.4,1185.0,1.0,,,,0.0,10.0,12.0,1.0,7
WMT,https://www.walmart.com/,1581278371735,78722,11.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,25864361,885911187510.0,"BLACK+DECKER 18-Volt Ni-Cad Cordless Drill-Driver, GC1801",BLACK+DECKER,GC1801,39.03,,1.0,12.0,Walmart.com,1581451200000.0,EXPEDITED,0.0,2.0,Out of stock,"1030 Norwood Park Blvd, Austin, TX",78753.0,15.0,4.8,107.0,4.3,265.0,0.0,,,,0.0,11.0,12.0,0.0,2
WMT,https://www.walmart.com/,1581278377274,78722,12.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,44686625,39725040626.0,"SKIL 6445-04 1/2"" 7A Corded Hammer Drill",SKIL,6445-04,37.99,55.56,1.0,10.0,Walmart.com,1581451200000.0,EXPEDITED,0.0,2.0,Unknown,"1030 Norwood Park Blvd, Austin, TX",78753.0,,5.75,27.0,4.6,32.0,1.0,,,,0.0,12.0,10.0,1.0,2
WMT,https://www.walmart.com/,1581278380564,78722,13.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,39917053,885911320948.0,"PORTER CABLE 20-Volt Max 1/2-Inch Lithium-Ion Compact Cordless Drill, PCC601LB",PORTER-CABLE,PCC601LB,120.46,,1.0,12.0,Champion Values,1581624000000.0,STANDARD,0.0,1.0,,,,,5.22,31.0,4.7,13.0,0.0,,,,0.0,13.0,12.0,0.0,7
WMT,https://www.walmart.com/,1581278387984,78722,14.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,414256717,810022392379.0,"HART 20-Volt Cordless 3/8-inch Drill/Driver Kit, 1.5Ah Lithium-Ion Battery",HART,HPDD50B,48.88,,1.0,12.0,Walmart.com,1581537600000.0,EXPEDITED,0.0,1.0,In stock,"1030 Norwood Park Blvd, Austin, TX",78753.0,48.88,3.6,11.0,4.7,258.0,0.0,,,,0.0,14.0,12.0,0.0,2
WMT,https://www.walmart.com/,1581278393390,78722,15.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,160519519,885911483209.0,"PORTER CABLE 20-Volt Max Lithium-Ion Brushless Compact Cordless Drill, PCC608LB",PORTER-CABLE,PCC608LB,76.8,99.0,1.0,12.0,Walmart.com,1581537600000.0,EXPEDITED,0.0,1.0,Unknown,"1030 Norwood Park Blvd, Austin, TX",78753.0,,5.12,18.0,4.8,23.0,0.0,,,,0.0,15.0,12.0,1.0,2
WMT,https://www.walmart.com/,1581278400232,78722,16.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,24491109,885911235822.0,"BLACK+DECKER 20-Volt MAX* Lithium-Ion Drill-Driver, LDX120C",BLACK+DECKER,LDX120C,46.4,59.99,1.0,12.0,Walmart.com,1581624000000.0,STANDARD,0.0,1.0,Unknown,"1030 Norwood Park Blvd, Austin, TX",78753.0,,3.4,93.0,4.6,43.0,0.0,,,,0.0,16.0,12.0,1.0,7
WMT,https://www.walmart.com/,1581278403508,78722,17.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,170985303,608939653184.0,XtremepowerUS 2200W Electric Jack Hammer Concrete Demolition (2) Chisel Point Flat Bit with Carrying Case,XtremepowerUS,61108-XP,129.95,399.95,1.0,12.0,ihubdeal,1581624000000.0,VALUE,0.0,1.0,,,,,49.0,7.0,4.7,15739.0,0.0,,,,0.0,17.0,12.0,1.0,7
WMT,https://www.walmart.com/,1581278407611,78722,18.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,163029768,45242363735.0,Milwaukee M18 FUEL Brushless Lithium-Ion Cordless Hammer Drill - Bare Tool,Milwaukee,2704-20,178.18,,1.0,12.0,Sirr0und INC,1581624000000.0,STANDARD,0.0,3.0,,,,,5.09,12.0,3.9167,214.0,1.0,,,,0.0,18.0,12.0,1.0,7
WMT,https://www.walmart.com/,1581278413209,78722,19.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,19298993,885911115216.0,"PORTER CABLE 6.0-Amp 3/8-Inch Variable Speed Corded Drill, PC600D",PORTER-CABLE,PC600D,31.51,49.97,1.0,1.0,Walmart.com,1581710400000.0,STANDARD,5.99,1.0,Unknown,"1030 Norwood Park Blvd, Austin, TX",78753.0,,4.31,13.0,4.5,236.0,0.0,,,,0.0,19.0,1.0,1.0,7
WMT,https://www.walmart.com/,1581278415996,78722,20.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,49156105,845534014198.0,"WORX 20-Volt Max* Power Share, Switchdriver Drill-Driver, 1/4-Inch Hex Quick-Change Chuck, (2) 1, WX176L,",WORX,WX176L,74.38,99.99,1.0,10.0,Walmart.com,1582142400000.0,STANDARD,0.0,1.0,Unknown,"1030 Norwood Park Blvd, Austin, TX",78753.0,,3.1,1018.0,4.7,378.0,0.0,,,,0.0,20.0,10.0,1.0,7
WMT,https://www.walmart.com/,1581279206346,78722,0.0,1.0,https://www.walmart.com/search/?cat_id=0&query=BLACK+DECKER%20LDX120C%20drills&sort=&page=1&ps=40,192343494,803982858948.0,Black &amp; Decker LDX120C 20-Volt MAX Lithium-Ion Cordless Drill/Driver,Black &amp; Decker,,79.56,,1.0,12.0,FARIA CA LLC,1581624000000.0,VALUE,0.0,2.0,,,,,,32.0,4.6,129.0,1.0,,,,0.0,21.0,12.0,1.0,7
WMT,https://www.walmart.com/,1581279218803,78722,0.0,1.0,https://www.walmart.com/search/?cat_id=0&query=CRAFTSMAN%20CMCD700C1%20drills&sort=&page=1&ps=40,128382819,885911548694.0,CRAFTSMAN V20 Cordless Drill/Driver Kit (CMCD700C1),CRAFTSMAN,CMCD700C1,95.64,,1.0,12.0,DropAir,1581710400000.0,VALUE,0.0,3.0,,,,,,0.0,,7.0,0.0,,,,0.0,21.0,12.0,0.0,7
WMT,https://www.walmart.com/,1581279260427,78722,0.0,1.0,https://www.walmart.com/search/?cat_id=0&query=DEWALT%20DCD791B%20drills&sort=&page=1&ps=40,183045458,885911425315.0,DeWalt DCD791B 20V MAX* XR Li-Ion Compact Brushless Drill/Driver (Tool Only),DEWALT,DCD791B,94.95,119.99,1.0,12.0,Mass Depot LLC,1581537600000.0,EXPEDITED,0.0,1.0,,,,,4.0,10.0,5.0,34.0,1.0,,,,0.0,21.0,12.0,1.0,2
WMT,https://www.walmart.com/,1581279286203,78722,0.0,1.0,https://www.walmart.com/search/?cat_id=0&query=DEWALT%20DCD991P2%20drills&sort=&page=1&ps=40,553901217,885911440004.0,"Dewalt - DCD991P2 - 20V MAX Premium Li-Ion 1/2 Cordless Drill/Driver Kit, Battery Included",DEWALT,DCD991P2,394.82,,1.0,12.0,The Factory Depot,1581710400000.0,VALUE,0.0,2.0,,,,,,11.0,5.0,16.0,1.0,,,,0.0,21.0,12.0,1.0,7
WMT,https://www.walmart.com/,1581279289035,78722,0.0,1.0,https://www.walmart.com/search/?cat_id=0&query=DEWALT%20DCD991P2%20drills&sort=&page=1&ps=40,510501064,885911483056.0,DEWALT DCD991P2 Hammer Drill / Driver Set,DEWALT,BP/GMA-2A,595.04,,1.0,12.0,"JBJ Supply, LLC",1581710400000.0,VALUE,0.0,2.0,,,,,,2.0,5.0,27.0,0.0,,,,0.0,21.0,12.0,0.0,7
AMZN,https://www.amazon.com/,1581277887026,78722,0.0,1.0,https://www.amazon.com/s?k=DEWALT%20DCK1020D2%20drills&s=&page=1,B0773CS85H,,"DEWALT 20V MAX Cordless Drill Combo Kit, 10-Tool (DCK1020D2)",DEWALT,DCK1020D2,734.25,829.0,1.0,30.0,Amazon.com,,FREE Shipping on orders over $25,,0.0,,,,,46.1,236.0,4.6,6.0,42186.0,,,,0.0,21.0,30.0,1.0,2
AMZN,https://www.amazon.com/,1581277895044,78722,0.0,1.0,https://www.amazon.com/s?k=DEWALT%20DCK620D2%20drills&s=&page=1,B01KPN0DAI,,"DEWALT 20V MAX Combo Kit, Compact 6-Tool (DCK620D2)",DEWALT,DCK620D2,44.99,,1.0,3.0,Amazon.com,,FREE Shipping on orders over $25,,0.0,,,,,28.6,78.0,4.6,6.0,28361.0,,,,0.0,21.0,3.0,0.0,2
AMZN,https://www.amazon.com/,1581277899743,78722,0.0,1.0,https://www.amazon.com/s?k=DEWALT%20DCK277C2%20drills&s=&page=1,B01KZNDYT0,,DEWALT DCK277C2 20V MAX Compact Brushless Drill and Impact Combo Kit,DEWALT,DCK277C2,217.0,,0.0,9.0,CPO Outlets,,FREE Shipping on orders over $25,,0.0,,,,,8.7,792.0,4.7,5.0,43155.0,9.0,,,0.0,21.0,9.0,0.0,2
AMZN,https://www.amazon.com/,1581277907750,78722,0.0,1.0,https://www.amazon.com/s?k=DEWALT%20DCK283D2%20drills&s=&page=1,B01A08YKV6,,"DEWALT 20V MAX XR Cordless Drill Combo Kit, Brushless, 2-Tool (DCK283D2)",DEWALT,DCK283D2,249.0,,1.0,30.0,Amazon.com,1581206400000.0,FREE Shipping on orders over $25,,0.0,,,,,9.52,314.0,4.7,8.0,22178.0,,,,0.0,21.0,30.0,0.0,2
AMZN,https://www.amazon.com/,1581277919328,78722,0.0,1.0,https://www.amazon.com/s?k=DEWALT%20DCF885C2%20drills&s=&page=1,B0052MIIAK,,"DEWALT 20V MAX Cordless Drill Impact Driver Kit, 1/4-Inch (DCF885C2)",DEWALT,DCF885C2,142.55,,1.0,30.0,TheHardwareSource,1581206400000.0,FREE Shipping on orders over $25,,0.0,,,,,7.45,167.0,4.6,16.0,97695.0,,,,0.0,21.0,30.0,0.0,2
AMZN,https://www.amazon.com/,1581277932695,78722,2.0,1.0,https://www.amazon.com/s?k=DEWALT%20DCK240C2%20drills&s=&page=1,B00IJ0ALYS,,"DEWALT 20V MAX Cordless Drill Combo Kit, 2-Tool (DCK240C2)",DEWALT,DCK240C2,139.87,,1.0,30.0,Amazon.com,1581206400000.0,FREE Shipping on orders over $25,,0.0,,,,,9.13,2835.0,4.7,6.0,233.0,,,,1.0,2.0,30.0,0.0,2
AMZN,https://www.amazon.com/,1581277937706,78722,0.0,1.0,https://www.amazon.com/s?k=DEWALT%20DCK420D2%20drills&s=&page=1,B00HEAPOVO,,"DEWALT 20V MAX Combo Kit, Compact 4-Tool (DCK420D2)",DEWALT,DCK420D2,44.99,,1.0,3.0,Amazon.com,1581206400000.0,FREE Shipping on orders over $25,,0.0,,,,,17.35,150.0,4.6,,68902.0,,,,0.0,21.0,3.0,0.0,2
AMZN,https://www.amazon.com/,1581278233381,78722,0.0,1.0,https://www.amazon.com/s?k=DEWALT%20DCK278C2%20drills&s=&page=1,B07QHQ8GHT,,DEWALT DCK278C2 ATOMIC 20-Volt MAX Lithium-Ion Brushless Cordless Compact Drill/Impact Combo Kit,DEWALT,DCK278C2,202.25,239.0,0.0,4.0,Bomb Brands ✔,1581206400000.0,FREE Shipping on orders over $25,,0.0,,,,,8.15,168.0,4.7,11.0,27413.0,4.0,,,0.0,21.0,4.0,1.0,2
AMZN,https://www.amazon.com/,1581278238257,78722,0.0,1.0,https://www.amazon.com/s?k=DEWALT%20DCD708C2%20drills&s=&page=1,B07QJ97BHQ,,DEWALT DCD708C2 Atomic 20V Max Lithium-Ion Brushless Cordless Compact 1/2 Inch Drill Driver Kit,DEWALT,DCD708C2,128.99,,0.0,,AvlStore,,FREE Shipping on orders over $25,,0.0,,,,,5.77,140.0,4.8,13.0,8716.0,,,,0.0,21.0,0.0,0.0,2
AMZN,https://www.amazon.com/,1581278242299,78722,10.0,1.0,https://www.amazon.com/s?k=Milwaukee%202691-22%20drills&s=&page=1,B001F7BIMG,,Milwaukee 2691-22 18-Volt Compact Drill and Impact Driver Combo Kit,Milwaukee,2691-22,29.99,179.59,1.0,30.0,HardwareUSA,1581292800000.0,FREE Shipping on orders over $25,,1.0,,,,,9.92,846.0,4.6,37.0,5850.0,,,,0.0,10.0,30.0,1.0,2
AMZN,https://www.amazon.com/,1581278247179,78722,0.0,1.0,https://www.amazon.com/s?k=Milwaukee%202997-22%20drills&s=&page=1,B077ZD6BQS,,Milwaukee Electric Tools 2997-22 Hammer Drill/Impact Driver Kit,Milwaukee,2997-22,287.0,,1.0,30.0,ToolsAppetite,,FREE Shipping on orders over $25,,0.0,,,,,16.9,531.0,4.7,25.0,5275.0,,,,0.0,21.0,30.0,0.0,2
AMZN,https://www.amazon.com/,1581278250401,78722,0.0,1.0,https://www.amazon.com/s?k=Milwaukee%202997-22%20drills&s=&page=1,B07RPPNYWG,,Milwaukee 2997-22PO M18 Fuel 18 Volt lithium-Ion Cordless Brushless Impacte Driver and Hammer Drill Combo Kit with Packout Case,Milwaukee,2997-22PO,374.97,489.93,1.0,30.0,Neandertool,,FREE Shipping on orders over $25,,0.0,,,,,17.15,21.0,4.6,7.0,266975.0,,,,0.0,21.0,30.0,1.0,2
AMZN,https://www.amazon.com/,1581278254918,78722,0.0,1.0,https://www.amazon.com/s?k=Milwaukee%202850-21P%20drills&s=&page=1,B07K7MJWJ4,,Milwaukee 2850-21P SB M18 Compact Brushless Cordless 0.25 Inch Impact Driver Kit with 1 Battery,Milwaukee,2850-21P,122.82,161.1,0.0,2.0,J & K Sellers Inc,,FREE Shipping on orders over $25,,0.0,,,,,2.2,1.0,5.0,11.0,611360.0,2.0,,,0.0,21.0,2.0,1.0,2
AMZN,https://www.amazon.com/,1581278261893,78722,0.0,1.0,https://www.amazon.com/s?k=DEWALT%20DCK287D1M1%20drills&s=&page=1,B079LBK1T4,,"DEWALT 20V MAX Cordless Drill Combo Kit, 2-Tool (DCK287D1M1)",DEWALT,DCK287D1M1,249.0,339.0,0.0,17.0,Newtoolsforyou,,$9.74,,0.0,,,,,10.5,43.0,4.8,13.0,67945.0,17.0,,,0.0,21.0,17.0,1.0,7
AMZN,https://www.amazon.com/,1581278266497,78722,0.0,1.0,https://www.amazon.com/s?k=DEWALT%20DCF809C1%20drills&s=&page=1,B07QDC6M16,,DEWALT DCF809C1 Atomic 20V Max Lithium-Ion Brushless Cordless Compact 1/4 In. Impact Driver Kit W/ 1 Battery,DEWALT,DCF809C1,129.99,,0.0,,"
                                —
                            ",,—,,0.0,,,,,4.79,31.0,4.6,9.0,171492.0,,,,0.0,21.0,0.0,0.0,2
AMZN,https://www.amazon.com/,1581278270730,78722,0.0,1.0,https://www.amazon.com/s?k=Milwaukee%202892-22CT%20drills&s=&page=1,B07JND2WZ9,,"Milwaukee 2892-22CT M18 Compact Brushless 2-Tool Combo Kit, Drill Driver/Impact Driver",Milwaukee,2892-22CT,215.51,,0.0,,"
                                —
                            ",,—,,0.0,,,,,9.55,9.0,4.6,11.0,221293.0,,,,0.0,21.0,0.0,0.0,2
AMZN,https://www.amazon.com/,1581278275241,78722,0.0,1.0,https://www.amazon.com/s?k=DEWALT%20DCD709C2%20drills&s=&page=1,B07QGL2SN2,,DEWALT DCD709C2 Atomic 20V Max Lithium-Ion Brushless Cordless Compact 1/2 In. Hammer Drill Kit W/ 2 Batteries,DEWALT,DCD709C2,130.49,,0.0,,"
                                —
                            ",,—,,0.0,,,,,5.91,21.0,5.0,10.0,75525.0,13.0,,,0.0,21.0,13.0,0.0,2
AMZN,https://www.amazon.com/,1581278282052,78722,0.0,1.0,https://www.amazon.com/s?k=Milwaukee%202696-26%20drills&s=&page=1,B007A6SOCI,,Milwaukee 2696-26 M18 Cordless LITHIUM-ION 6-Tool Combo Kit,Milwaukee,2696-26,542.95,,1.0,30.0,Vera Tools,,FREE Shipping on orders over $25,,0.0,,,,,20.0,50.0,4.4,19.0,101689.0,,,,0.0,21.0,30.0,0.0,2
AMZN,https://www.amazon.com/,1581278285111,78722,0.0,1.0,https://www.amazon.com/s?k=Milwaukee%202696-26%20drills&s=&page=1,B00KQ4YL9G,,Milwaukee M18 Cordless LITHIUM-ION 6-Tool Combo Kit (2696-26),Milwaukee,,607.98,,0.0,3.0,Design Tactics,,FREE Shipping on orders over $25,,0.0,,,,,36.5,2.0,5.0,8.0,337.0,3.0,,,0.0,21.0,3.0,0.0,2
AMZN,https://www.amazon.com/,1581278292493,78722,0.0,1.0,https://www.amazon.com/s?k=Milwaukee%202598-22%20drills&s=&page=1,B077ZXR2GN,,"Milwaukee Electric Tools 2598-22 M12 Fuel 2 Pc Kit- 1/2"" Hammer Drill & 1/4"" Impact",Milwaukee,2598-22,44.99,231.95,1.0,30.0,Vera Tools,1581292800000.0,FREE Shipping on orders over $25,,1.0,,,,,8.45,278.0,4.8,17.0,60073.0,,,,0.0,21.0,30.0,1.0,2
AMZN,https://www.amazon.com/,1581278298515,78722,0.0,1.0,https://www.amazon.com/s?k=RYOBI%20P238%20drills&s=&page=1,B077GNX1KW,,"Ryobi P238 18V One+ Brushless 1/4 2,000 Inch Pound, 3,100 RPM Cordless Impact Driver w/ Gripzone Overmold, Belt Clip, and Tri-Beam LED (Power Tool Only, Battery Not Included)",RYOBI,P238,87.49,99.0,1.0,30.0,dirtcheapsellerms,1581292800000.0,FREE Shipping on orders over $25,,1.0,,,,,3.14,67.0,4.9,23.0,32506.0,,,,0.0,21.0,30.0,1.0,2
AMZN,https://www.amazon.com/,1581278303961,78722,0.0,1.0,https://www.amazon.com/s?k=Makita%20XDT131%20drills&s=&page=1,B074BHJQB3,,Makita XDT131 18V LXT Lithium-Ion Brushless Cordless Impact Driver Kit (3.0Ah),Makita,XDT131,99.0,308.0,0.0,3.0,Amazon.com,1581292800000.0,FREE Shipping on orders over $25,,1.0,,,,,7.0,310.0,4.7,22.0,6670.0,,,,0.0,21.0,0.0,1.0,2
AMZN,https://www.amazon.com/,1581278309035,78722,5.0,1.0,https://www.amazon.com/s?k=DEWALT%20DCD771C2%20drills&s=&page=1,B00ET5VMTU,,"DEWALT 20V MAX Cordless Drill / Driver Kit, Compact, 1/2-Inch (DCD771C2)",DEWALT,DCD771C2,99.0,169.0,1.0,30.0,Amazon.com,1581206400000.0,FREE Shipping on orders over $25,,0.0,,,,,5.89,4603.0,4.7,8.0,293.0,17.0,,,0.0,5.0,17.0,1.0,2
AMZN,https://www.amazon.com/,1581278314470,78722,0.0,1.0,https://www.amazon.com/s?k=Bosch%2011255VSR%20drills&s=&page=1,B000BB79Q6,,Bosch 11255VSR Bulldog Xtreme - 8 Amp 1 Inch Corded Variable Speed Sds-Plus Concrete/Masonry Rotary Hammer Power Drill with Carrying Case,Bosch,11255VSR,159.0,,1.0,30.0,Amazon.com,1581292800000.0,FREE Shipping on orders over $25,,1.0,,,,,11.45,506.0,4.6,19.0,12218.0,,,,0.0,21.0,30.0,0.0,2
AMZN,https://www.amazon.com/,1581278318220,78722,0.0,1.0,https://www.amazon.com/s?k=Bosch%2011255VSR%20drills&s=&page=1,B0012DQX5U,,Factory-Reconditioned Bosch 11255VSR-RT BULLDOG Xtreme 1-Inch SDS-plus D-Handle Rotary Hammer(Renewed),Amazon Renewed,11255VSRRT,146.99,,1.0,30.0,1TopTools,,FREE Shipping on orders over $25,,0.0,,,,,11.8,183.0,4.5,3.0,200518.0,,,,0.0,21.0,30.0,0.0,2
AMZN,https://www.amazon.com/,1581278710240,78722,0.0,1.0,https://www.amazon.com/s?k=Hyper%20Tough%20AQ75034G%20drills&s=&page=1,B07H2NGW5W,,"Hyper Tough AQ75034G, HT Charge 20V MAX Lithium Ion Cordless Drill/Driver",Hyper Tough,AQ75034G,41.91,,0.0,,,,,,0.0,,,,,,1.0,5.0,20.0,91484.0,,,,0.0,21.0,0.0,0.0,7
AMZN,https://www.amazon.com/,1581278723331,78722,0.0,1.0,https://www.amazon.com/s?k=Pink%20Power%20PP182%20drills&s=&page=1,B00A3FUCYQ,,"Pink Power Drill PP182 18V Cordless Electric Drill Driver Set for Women - Tool Case, 18 Volt Drill, Charger and 2 Batteries",Pink Power,PP182,59.99,,1.0,30.0,Sunbelt Products,1581206400000.0,FREE Shipping on orders over $25,,0.0,,,,,8.7,622.0,4.4,2.0,20837.0,,,,0.0,21.0,30.0,0.0,2
AMZN,https://www.amazon.com/,1581278727404,78722,0.0,1.0,https://www.amazon.com/s?k=Pink%20Power%20PP182%20drills&s=&page=1,B015ORCG1Y,,"Pink Power PP182LI 18 Volt Lithium-Ion Cordless Electric Drill Driver Kit for Women- Tool Case, Drill Set, 2 Batteries & Charger",Pink Power,PP182LI,64.99,,1.0,21.0,Sunbelt Products,1581206400000.0,FREE Shipping on orders over $25,,0.0,,,,,5.5,79.0,4.6,2.0,72038.0,,,,0.0,21.0,21.0,0.0,2
AMZN,https://www.amazon.com/,1581278731564,78722,0.0,1.0,https://www.amazon.com/s?k=BLACK+DECKER%20BDCDMT120C%20drills&s=&page=1,B00OJ72LHU,,BLACK+DECKER 20V MAX Matrix Cordless Drill/Driver (BDCDMT120C),BLACK+DECKER,BDCDMT120C,46.35,59.99,1.0,27.0,Amazon.com,1581206400000.0,FREE Shipping on orders over $25,,0.0,,,,,4.1,720.0,4.6,24.0,6968.0,,,,0.0,21.0,27.0,1.0,2
